Program,county,lead_agency,partner_name,location_name,street_address,city,zip_code
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,CAMBRIDGE SPRINGS,130 STEELE ST,CAMBRIDGE SPRINGS,16403
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,CONNEAUT VALLEY,22491 ST HWY 18,CONNEAUTVILLE,16406
PA Pre-K Counts,Crawford,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,TIMBER RIDGE PROGRAM INC,TIMBER RIDGE CHILD CARE CENTER,1015 MAIN ST,CONNEAUTVILLE,16406
PA Pre-K Counts,Erie,CORRY AREA SCHOOL DISTRICT,,CORRY AREA SD,423 WAYNE ST,CORRY,16407
PA Pre-K Counts,Erie,DR GERTRUDE A BARBER CENTER INC,,CORRY ELEMENTARY,423 WAYNE ST,CORRY,16407
PA Pre-K Counts,Erie,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,YMCA OF CORRY,YMCA OF CORRY-CHILD DEVELOPMENT CENTER,906 N CENTER ST,CORRY,16407
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,YMCA OF GREATER ERIE/EARLY LRNG UNIVERSITY,301 DARROW RD,EDINBORO,16412
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,SAINT STEPHEN'S EPISCOPAL CHURCH NS,SAINT STEPHEN'S NURSERY SC,1070 DUTCH RD,FAIRVIEW,16415
PA Pre-K Counts,Erie,MILLCREEK TOWNSHIP SCHOOL DISTRICT,,WALNUT CREEK INFANT AND TODDLER CHILD DEVELOPMENT,5901 STERRETTANIA RD,FAIRVIEW,16415
PA Pre-K Counts,Erie,CHILD DEVELOPMENT CENTERS INC,,ELK VALLEY HEAD START,2556 MAPLE AVE,LAKE CITY,16423
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,YMCA OF GREATER ERIE-MCKEAN ELEM YMCA PROGRAM,5120 WEST RD,MC KEAN,16426
PA Pre-K Counts,Erie,EARLY CONNECTIONS,,EARLY CONNECTIONS NORTH EAST,50 E DIVISION ST,NORTH EAST,16428
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,SAEGERTOWN,18741 STATE HIGHWAY 198,SAEGERTOWN,16433
PA Pre-K Counts,Erie,EARLY CONNECTIONS,,EARLY CONNECTIONS/UNION CITY,16380 ROUTE 8,UNION CITY,16438
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,YMCA OF GREATER ERIE/WATERFORD YMCA,112 W 3RD ST,WATERFORD,16441
PA Pre-K Counts,Erie,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,HER POWER,ABC 24 HR CHILD CARE ABOVE AND BEYOND 24 HR CH,1325 STATE ST,ERIE,16501
PA Pre-K Counts,Erie,CHILD DEVELOPMENT CENTERS INC,,DOWNTOWN CHILD DEVELOPMENT CENTER,121 E 10TH ST,ERIE,16501
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,DOWNTOWN YMCA,31 W 10TH ST,ERIE,16501
PA Pre-K Counts,Erie,EARLY CONNECTIONS,,EARLY CONNECTIONS/CITY CENTER,704 STATE ST,ERIE,16501
PA Pre-K Counts,Erie,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,HANDLED WITH CARE CHILDCARE FACILITY LLC,HANDLED WITH CARE CHILDCARE FACILITY LLC,925 STATE ST,ERIE,16501
PA Pre-K Counts,Erie,ST MARTIN EARLY LEARNING CENTER,,ST MARTIN EARLY LEARNING CENTER,1727 STATE ST,ERIE,16501
PA Pre-K Counts,Erie,Erie City SD,Early Connections,Early Connections City Center,704 State St ,Erie,16501
PA Pre-K Counts,Erie,Erie City SD,YMCA of Greater Erie,YMCA of Greater Erie,31 West 10th St ,Erie,16501
PA Pre-K Counts,Erie,CHILD DEVELOPMENT CENTERS INC,,ROOSEVELT CHILD DEVELOPMENT CENTER,2300 CRANBERRY ST,ERIE,16502
PA Pre-K Counts,Erie,MULTICULTURAL COMMUNITY RESOURCE CENTER,,MULTICULTURAL COMMUNITY RESOURCE CENTER,554 E 10TH ST,ERIE,16503
PA Pre-K Counts,Erie,BENEDICTINE SISTERS INC,,SAINT BENEDICT CENTER,345 E 9TH ST,ERIE,16503
PA Pre-K Counts,Erie,Erie City SD,Benedictine Sisters of Erie,Benedictine Sisters of Erie,345 East 9th St ,Erie,16503
PA Pre-K Counts,Erie,Erie City SD,,McKinley Elementary School,933 East 22nd St ,Erie,16503
PA Pre-K Counts,Erie,Erie City SD,,Pfeiffer-Burleigh Elementary School,235 East 11th St ,Erie,16503
PA Pre-K Counts,Erie,Erie City SD,,Jefferson Elementary School,230 East 38th St ,Erie,16504
PA Pre-K Counts,Erie,Erie City SD,,Lincoln Elementary School classroom 1,831 East 31st St ,Erie,16504
PA Pre-K Counts,Erie,MILLCREEK TOWNSHIP SCHOOL DISTRICT,,MTSD/WESTLAKE EARLY LEARNING CENTER,4330 W LAKE RD,ERIE,16505
PA Pre-K Counts,Erie,Erie City SD,,Harding Elementary School,820 Lincoln Ave ,Erie,16505
PA Pre-K Counts,Erie,CHILD DEVELOPMENT CENTERS INC,,ASBURY CHILD DEVELOPMENT CENTER,3814 ASBURY RD,ERIE,16506
PA Pre-K Counts,Erie,MILLCREEK TOWNSHIP SCHOOL DISTRICT,,MCDOWELL PRESCHOOL CHILD DEVELOPMENT,3580 W 38TH ST,ERIE,16506
PA Pre-K Counts,Erie,DR GERTRUDE A BARBER CENTER INC,,DR GERTRUDE A BARBER CENTER-CHILD CARE,100 BARBER PL,ERIE,16507
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,YMCA OF GREATER ERIE/GLENWOOD YMCA DAY CARE CTR,3727 CHERRY ST,ERIE,16508
PA Pre-K Counts,Erie,Erie City SD,,Grover Cleveland Elementary School,1540 West 38th St ,Erie,16508
PA Pre-K Counts,Erie,Erie City SD,,Perry Elementary School,955 West 29th St ,Erie,16508
PA Pre-K Counts,Erie,MILLCREEK TOWNSHIP SCHOOL DISTRICT,,BELLE VALLEY CHILD DEVELOPMENT,5300 HENDERSON RD,ERIE,16509
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,SUMMIT UM CHURCH-YMCA PROGRAM,1510 TOWNHALL RD W,ERIE,16509
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,YMCA OF ERIE/WATTSBURG ELEMENTARY,10780 WATTSBURG RD,ERIE,16509
PA Pre-K Counts,Erie,EARLY CONNECTIONS,,EARLY CONNECTIONS/HARBOR HOMES EARLY LRNG CTR,1841 E 18TH ST,ERIE,16510
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,EASTSIDE YMCA DAY CARE CENTER,2101 NAGLE RD,ERIE,16510
PA Pre-K Counts,Erie,Erie City SD,,Diehl elementary School,2327 Fairmont Parkway ,Erie,16510
PA Pre-K Counts,Erie,Erie City SD,,Joanna Connell classroom 1 Elementary School,1820 East 38th St ,Erie,16510
PA Pre-K Counts,Erie,EARLY CONNECTIONS,IROQUOIS AREA SCHOOL DISTRICT,IROQUOIS ELEMENTARY SCHOOL,4231 MORSE ST,ERIE,16511
PA Pre-K Counts,Erie,Erie City SD,,Edison Elementary School,1921 East Lake Rd ,Erie,16511
PA Pre-K Counts,Blair,KIDS FIRST CENTER FOR EARLY LEARNING,,KIDS FIRST CENTER FOR EARLY LEARNING,4 SHERATON DR,ALTOONA,16601
PA Pre-K Counts,Blair,BEGIN WITH US CHILDCARE AND PRESCHOOL INC,,BEGIN WITH US CHILD CARE AND PRESCHOOL,908 SOUTH 8TH STREET,ALTOONA,16602
PA Pre-K Counts,Blair,BEGIN WITH US CHILDCARE AND PRESCHOOL INC,,BEGIN WITH US CHILD CARE AND PRESCHOOL BLD B,729 GRANT AVE,ALTOONA,16602
PA Pre-K Counts,Blair,BEGIN WITH US CHILDCARE AND PRESCHOOL INC,,BEGIN WITH US CHILDCARE AND PRESCHOOL,703 GRANT AVE,ALTOONA,16602
PA Pre-K Counts,Blair,ALTOONA AREA SCHOOL,,LEARNING EXPRESS,420 1ST AVE,ALTOONA,16602
PA Pre-K Counts,Blair,CHILD ADVOCATES OF BLAIR COUNTY INC,,WASHINGTON JEFFERSON ELEMENTARY SCH,420 FIRST AVENUE,ALTOONA,16602
PA Pre-K Counts,Huntingdon,HCCADC,,FIRST CHOICE CHILD CARE/JUNIATA VALLEY,7568 BRIDGE ST,ALEXANDRIA,16611
PA Pre-K Counts,Blair,CHILD ADVOCATES OF BLAIR COUNTY INC,,MYERS ELEMENTARY SCHOOL,220 MARTIN ST,BELLWOOD,16617
PA Pre-K Counts,Blair,CHILD ADVOCATES OF BLAIR COUNTY INC,,CLAYSBURG-KIMMEL ELEMENTARY,240 C K ELEMENTARY DR,CLAYSBURG,16625
PA Pre-K Counts,Cambria,CAMBRIA COUNTY CHILD DEVELOPMENT CORPORATION,,MAC LEARNING CENTER,5 COLLEGE DR,CRESSON,16630
PA Pre-K Counts,Cambria,PENN CAMBRIA SCHOOL DISTRICT,,PRE-PRIMARY SCHOOL,205 6TH ST,CRESSON,16630
PA Pre-K Counts,Bedford,TUSSEY MOUNTAIN SCHOOL DISTRICT,ALLEGHENY LUTHERAN SOCIAL MINISTRIES INC,DEFIANCE,124 HITCHENS RD,DEFIANCE,16633
PA Pre-K Counts,Blair,CHILD DEVELOPMENT & FAMILY COUNCIL OF CENTRE CO,HOLLIDAYSBURG AREA YMCA,HOLLIDAYSBURG AREA YMCA EARLY LEARNING CENTER,2459 RESERVOIR RD,HOLLIDAYSBURG,16648
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,,HOUTZDALE CHILD AND FAMILY CENTER,947 SPRING ST,HOUTZDALE,16651
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,,MOSHANNON VALLEY ELEMENTARY,5026 GREEN ACRE RD,HOUTZDALE,16651
PA Pre-K Counts,Huntingdon,HCCADC,,SOUTH SIDE ELEMENTARY,10906 STATION RD,HUNTINGDON,16652
PA Pre-K Counts,Huntingdon,HUNTINGDON AREA SCHOOL DISTRICT,,SOUTHSIDE ELEMENTARY SCHOOL,10906 STATION RD,HUNTINGDON,16652
PA Pre-K Counts,Blair,CHILD ADVOCATES OF BLAIR COUNTY INC,,SPRING COVE 2,137 SPRING COVE DR,ROARING SPRING,16673
PA Pre-K Counts,Bedford,TUSSEY MOUNTAIN SCHOOL DISTRICT,,TUSSEY LEARNING CENTER,199 FRONT ST,SAXTON,16678
PA Pre-K Counts,Blair,TYRONE AREA SCHOOL DISTRICT,,TYRONE AREA ELEMENTARY SCHOOL,601 CLAY AVE,TYRONE,16686
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,HARMONY SCHOOL BOARD,HARMONY ELEMENTARY SCHOOL,5239 RIDGE ROAD,WESTOVER,16692
PA Pre-K Counts,Blair,CHILD ADVOCATES OF BLAIR COUNTY INC,,WILLIAMSBURG ELEMENTARY,607 SAGE HILL DR,WILLIAMSBURG,16693
PA Pre-K Counts,McKean,SENECA HIGHLANDS IU 9,BRADFORD AREA SCHOOL DISTRICT,GEORGE G. BLASDELL ELEMENTARY,265 CONSTITUTION AVE,BRADFORD,16701
PA Pre-K Counts,McKean,SENECA HIGHLANDS IU 9,YMCA OF OLEAN NY AND BRADFORD PA,YMCA CHILD CARE,55 BOYLSTON ST # 59,BRADFORD,16701
PA Pre-K Counts,Potter,SENECA HIGHLANDS IU 9,AUSTIN AREA SD,AUSTIN AREA SD,138 COSTELLO AVE,AUSTIN,16720
PA Pre-K Counts,McKean,SENECA HIGHLANDS IU 9,KIDS LEARNING CENTER,KIDS LEARNING CENTER,226 CHESTNUT ST STE 102,KANE,16735
PA Pre-K Counts,McKean,SENECA HIGHLANDS IU 9,PORT ALLEGANY SCHOOL DISTRICT,PORT ALLEGANY,85 CLYDE LYNCH DR,PORT ALLEGANY,16743
PA Pre-K Counts,Potter,SENECA HIGHLANDS IU 9,OSWAYO VALLEY SD,OSWAYO VALLEY SD,277 S OSWAYO ST,SHINGLEHOUSE,16748
PA Pre-K Counts,McKean,SENECA HIGHLANDS IU 9,SMETHPORT AREA SD,SMETHPORT AREA SD,414 S MECHANIC ST,SMETHPORT,16749
PA Pre-K Counts,Centre,CHILD DEVELOPMENT & FAMILY COUNCIL OF CENTRE CO,,DISCOVERY CHILD DEVELOPMENT CENTER,870 STRATFORD DR,STATE COLLEGE,16801
PA Pre-K Counts,Centre,THE PENNSYLVANIA STATE UNIVERSITY,OUR CHILDRENS CENTER,OUR CHILDRENS CENTER,411 S BURROWES ST,STATE COLLEGE,16801
PA Pre-K Counts,Centre,CHILD DEVELOPMENT & FAMILY COUNCIL OF CENTRE CO,ST PAULS UMC AND WESLEY FOUNDATION,ST PAULS CHRISTIAN PRESCHOOL,127 MCALLISTER ST,STATE COLLEGE,16801
PA Pre-K Counts,Centre,THE PENNSYLVANIA STATE UNIVERSITY,ST PAULS UMC AND WESLEY FOUNDATION,ST PAULS CHRISTIAN PRESCHOOL,127 MCALLISTER ST,STATE COLLEGE,16801
PA Pre-K Counts,Centre,CHILD DEVELOPMENT & FAMILY COUNCIL OF CENTRE CO,DEVELOPMENTAL ASSOCIATES INC,THE LEARNING STATION,3035 ENTERPRISE DR,STATE COLLEGE,16801
PA Pre-K Counts,Centre,THE PENNSYLVANIA STATE UNIVERSITY,,THE BENNETT FAMILY CENTER,123 BENNETT FAMILY CTR,UNIVERSITY PARK,16802
PA Pre-K Counts,Centre,THE PENNSYLVANIA STATE UNIVERSITY,BRIGHT HORIZONS CHILDRENS CENTERS LLC,DAYBRIDGE,301 INNOVATION BLVD,STATE COLLEGE,16803
PA Pre-K Counts,Centre,THE PENNSYLVANIA STATE UNIVERSITY,RRJ ENTERPRISES LLC,STEP BY STEP SCHOOL FOR EARLY LEARNING,106 VILLAGE DR,STATE COLLEGE,16803
PA Pre-K Counts,Centre,CEN CLEAR CHILD SERVICES INC,,BELLEFONTE ELEMENTARY,100 W LINN ST,BELLEFONTE,16823
PA Pre-K Counts,Centre,THE PENNSYLVANIA STATE UNIVERSITY,YMCA OF CENTRE COUNTY,BELLEFONTE FAMILY YMCA DAY CARE CENTER,125 W HIGH ST,BELLEFONTE,16823
PA Pre-K Counts,Centre,CEN CLEAR CHILD SERVICES INC,,WINGATE ELEMENTARY,751 S EAGLE VALLEY RD,WINGATE,16823
PA Pre-K Counts,Clearfield,CHILDRENS AID SOCIETY IN CLEARFIELD CTY,,CHILDRENS AID SOCIETY IN CLEARFIELD CTY,1004 S 2ND ST,CLEARFIELD,16830
PA Pre-K Counts,Centre,CEN CLEAR CHILD SERVICES INC,,HOWARD ELEMENTARY,255 SCHOOL ST,HOWARD,16841
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,,CEN-CLEAR CHILD SERVICES HEAD START,1224 GRAHAM ST,HYDE,16843
PA Pre-K Counts,Centre,THE PENNSYLVANIA STATE UNIVERSITY,ST JOHNS EVANGELICAL LUTHERAN CONGREGA,ST JOHNS CHILDHOOD CENTER,101 MILL ST,MILLHEIM,16854
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,WEST BRANCH AREA SCHOOL DIS,WEST BRANCH ELEMENTARY,356 ALLPORT CUTOFF,MORRISDALE,16858
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,,WEST BRANCH ELEMENTARY,356 ALLPORT CUTOFF,MORRISDALE,16858
PA Pre-K Counts,Centre,CHILD DEVELOPMENT & FAMILY COUNCIL OF CENTRE CO,,PHILIPSBURG CHILD DEVELOPMENT CENTER,328 N FRONT ST,PHILIPSBURG,16866
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,,PHILIPSBURG PRESCHOOL CAMPUS,580 OLD ROUTE 322,PHILIPSBURG,16866
PA Pre-K Counts,Centre,CEN CLEAR CHILD SERVICES INC,,MATTERNVILLE PRE-SCHOOL,3638 N ATHERTON ST,PORT MATILDA,16870
PA Pre-K Counts,Centre,CEN CLEAR CHILD SERVICES INC,,REBERSBURG HEAD START,80 TOWN LANE RD,REBERSBURG,16872
PA Pre-K Counts,Tioga,SOUTHERN TIOGA SCHOOL DISTRICT,TODDLER UNIVERSITY,TODDLER UNIVERSITY DAYCARE AND PRESCHOOL INC,244 MAIN ST,BLOSSBURG,16912
PA Pre-K Counts,Potter,SENECA HIGHLANDS IU 9,COUDERSPORT AREA SCHOOL DISTRICT,COUDERSPORT ELEMENTARY,802 VINE ST,COUDERSPORT,16915
PA Pre-K Counts,Tioga,BRADFORD TIOGA HEAD START INC.,,ELKLAND 1,117 COATES AVE,ELKLAND,16920
PA Pre-K Counts,Tioga,STEPPING STONES PRESCHOOL INC,,STEPPING STONES PRESCHOOL,102 COATES AVE,ELKLAND,16920
PA Pre-K Counts,Potter,SENECA HIGHLANDS IU 9,GALETON AREA SD,GALETON AREA SD,25 BRIDGE ST,GALETON,16922
PA Pre-K Counts,Tioga,SOUTHERN TIOGA SCHOOL DISTRICT,ACORNS TO OAKS CHILDCARE CENTER LLC,ACORNS TO OAKS CHILDCARE CENTER LLC,125 WILSON AVE,MANSFIELD,16933
PA Pre-K Counts,Tioga,SOUTHERN TIOGA SCHOOL DISTRICT,JOYFUL HAPPENINGS DAYCARE INC,JOYFUL HAPPENINGS DAYCARE INC,44 W ELMIRA ST,MANSFIELD,16933
PA Pre-K Counts,Tioga,SOUTHERN TIOGA SCHOOL DISTRICT,MANSFIELD AREA NURSERY SCHOOL,MANSFIELD AREA NURSERY SCHOOL,1 DORSETT DR,MANSFIELD,16933
PA Pre-K Counts,Tioga,SOUTHERN TIOGA SCHOOL DISTRICT,STEPPING STONES PRESCHOOL INC,STEPPING STONES PRESCHOOL,1 DORSETT DR,MANSFIELD,16933
PA Pre-K Counts,Tioga,STEPPING STONES PRESCHOOL INC,,STEPPING STONES PRESCHOOL,19 UNIVERSITY VIEW DR,MANSFIELD,16933
PA Pre-K Counts,Tioga,PENNYS DAYCARE LLC,,PENNYS DAYCARE LLC,23 LAKE ST,TIOGA,16946
PA Pre-K Counts,Bradford,STEPPING STONES PRESCHOOL INC,,STEPPING STONES PRESCHOOL,175 PAINE ST,TROY,16947
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,TROY HEAD START 2,430 CANTON ST,TROY,16947
PA Pre-K Counts,Potter,SENECA HIGHLANDS IU 9,NORTHERN POTTER SCHOOL DISTRICT,NORTHERN POTTER CHILDRENS SCHOOL,745 NORTHERN POTTER RD,ULYSSES,16948
PA Pre-K Counts,Mifflin,GRACE COVENANT CHURCH,BELLEVILLE MENNONITE SCHOOL,BELLEVILLE MENNONITE SCHOOL,4105 FRONT MOUNTAIN RD,BELLEVILLE,17004
PA Pre-K Counts,Mifflin,GRACE COVENANT CHURCH,ST JOHNS EVANGELICAL LUTHERAN CHURCH,ST JOHNS CHRISTIAN DAY CARE,3597 W MAIN ST,BELLEVILLE,17004
PA Pre-K Counts,Perry,WEST PERRY SCHOOL DISTRICT,,BLAIN ELEMENTARY,132 BLAIN RD,BLAIN,17006
PA Pre-K Counts,Mifflin,GRACE COVENANT CHURCH,NEW LIFE CHURCH,PANDA PRESCHOOL & DAY CARE CENTER,101 N BEECH ST,BURNHAM,17009
PA Pre-K Counts,Dauphin,KEYSTONE SERVICE SYSTEMS INC,,LOWER ALLEN ELEMENTARY,4100 GETTYSBURG RD,CAMP HILL,17011
PA Pre-K Counts,Cumberland,CARLISLE DAY CARE CENTER INC,,CARLISLE EARLY EDUCATION CENTER,100 E POMFRET ST,CARLISLE,17013
PA Pre-K Counts,Cumberland,SHIPPENSBURG UNIVERSITY HEAD START,,LETORT ELEMENTARY,110 E SOUTH STREET,CARLISLE,17013
PA Pre-K Counts,Cumberland,KEYSTONE SERVICE SYSTEMS INC,,MIDDLESEX ELEMENTARY SCHOOL,250 N MIDDLESEX RD,CARLISLE,17013
PA Pre-K Counts,Perry,WEST PERRY SCHOOL DISTRICT,,CARROLL ELEMENTARY,2606 SHERMANS VALLEY RD,ELLIOTTSBURG,17024
PA Pre-K Counts,Cumberland,KUEHG CORP,,KINDERCARE LEARNING CENTER 301716,730 WERTZVILLE RD,ENOLA,17025
PA Pre-K Counts,Dauphin,HALIFAX AREA SCHOOL DISTRICT,,HALIFAX ELEMENTARY,3940 PETERS MOUNTAIN RD,HALIFAX,17032
PA Pre-K Counts,Lebanon,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,HARDING ELEMENTARY SCHOOL,622 CHESTNUT ST,LEBANON,17042
PA Pre-K Counts,Lebanon,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,SOUTHEAST ELEMENTARY SCHOOL,499 E PERSHING AVE,LEBANON,17042
PA Pre-K Counts,Lebanon,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,SOUTHWEST ELEMENTARY,1500 WOODLAND ST,LEBANON,17042
PA Pre-K Counts,Mifflin,GRACE COVENANT CHURCH,,HIDE-N-SEEK CHRISTIAN DAY CARE,227 WASHINGTON AVE,LEWISTOWN,17044
PA Pre-K Counts,Mifflin,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING MIFFLIN CTY ACAD OF SCI TECH,700 PITT ST,LEWISTOWN,17044
PA Pre-K Counts,Mifflin,SUMMIT EARLY LEARNING INC/SNYDER UNION MIFFLIN CHILD DEVELOPMENT I,,SUMMIT EARLY LEARNING-LEWISTOWN,10 BOLLINGER RD,LEWISTOWN,17044
PA Pre-K Counts,Lebanon,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON VALLEY FAMILY YMCA,EDWARD AND JEANNE ARNOLD EARLY LEARNING CENTER,152 N 8TH ST,LEBANON,17046
PA Pre-K Counts,Lebanon,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,HENRY HOUCK ELEMENTARY SCHOOL,315 E LEHMAN ST,LEBANON,17046
PA Pre-K Counts,Lebanon,LANCASTER-LEBANON INTERMEDIATE UNIT 13,KOCHENDERFERS UNITED METHODIST CHURCH,KOCHENDERFERS CHRISTIAN DAY CARE,1105 KOCHENDERFER RD,LEBANON,17046
PA Pre-K Counts,Lebanon,LANCASTER-LEBANON INTERMEDIATE UNIT 13,LEBANON SCHOOL DISTRICT,NORTHWEST ELEMENTARY SCHOOL,1315 OLD FORGE RD,LEBANON,17046
PA Pre-K Counts,Dauphin,HALIFAX AREA SCHOOL DISTRICT,UPPER DAUPHIN AREA SCHOOL DISTRICT,UPPER DAUPHIN AREA ELEMENTARY SCHOOL,5668 STATE ROUTE 209,LYKENS,17048
PA Pre-K Counts,Cumberland,MECHANICSBURG LEARNING CENTER,,MECHANICSBURG LEARNING CENTER DELBROOK,4746 DELBROOK RD,MECHANICSBURG,17050
PA Pre-K Counts,Cumberland,KUEHG CORP,,KINDERCARE LEARNING CENTER 301628,335 CUMBERLAND PKWY,MECHANICSBURG,17055
PA Pre-K Counts,Cumberland,MECHANICSBURG LEARNING CENTER,,MECHANICSBURG BRETHREN IN CHRIST CHURCH,1060 S YORK ST,MECHANICSBURG,17055
PA Pre-K Counts,Cumberland,MECHANICSBURG AREA SCHOOL DISTRICT,,SHEPHERDSTOWN ELEMENTARY SCHOOL,1849 S YORK ST,MECHANICSBURG,17055
PA Pre-K Counts,Cumberland,MECHANICSBURG AREA SCHOOL DISTRICT,,UPPER ALLEN ELEMENTARY SCHOOL,1790 S MARKET ST,MECHANICSBURG,17055
PA Pre-K Counts,Juniata,TUSCARORA INTERMEDIATE UNIT 11,,PSJ-JUNIATA ELEMENTARY SCHOOL,75 S 7TH ST,MIFFLINTOWN,17059
PA Pre-K Counts,Dauphin,HALIFAX AREA SCHOOL DISTRICT,MILLERSBURG AREA SCHOOL DISTRICT,MILLERSBURG ELEMENTARY SCHOOL,520 S MARKET ST,MILLERSBURG,17061
PA Pre-K Counts,Perry,TUSCARORA INTERMEDIATE UNIT 11,,PSG-GREENWOOD ELEMENTARY SCHOOL,405 S SUNBURY ST,MILLERSTOWN,17062
PA Pre-K Counts,Cumberland,SHIPPENSBURG UNIVERSITY HEAD START,,MOUNT HOLLY SPRINGS ELEMENTARY,110 MOORELAND AVE,MOUNT HOLLY SPRI,17065
PA Pre-K Counts,Cumberland,SHIPPENSBURG UNIVERSITY HEAD START,,WG RICE ELEMENTARY,805 HOLLY PIKE,MOUNT HOLLY SPRI,17065
PA Pre-K Counts,Huntingdon,HCCADC,,MOUNT UNION,116 S WASHINGTON ST,MOUNT UNION,17066
PA Pre-K Counts,Perry,WEST PERRY SCHOOL DISTRICT,,NEW BLOOMFIELD ELEMENTARY,300 W HIGH ST,NEW BLOOMFIELD,17068
PA Pre-K Counts,Juniata,TUSCARORA INTERMEDIATE UNIT 11,,EXPLORERS CENTER,1012 SNYDER ST,RICHFIELD,17086
PA Pre-K Counts,Juniata,TUSCARORA INTERMEDIATE UNIT 11,,PSEJ EAST JUNIATA ELEMENTARY SCHOOL,54 MAIN ST,RICHFIELD,17086
PA Pre-K Counts,Dauphin,HARRISBURG SCHOOL DISTRICT,,BENJAMIN FRANKLIN ELEMENTARY,1205 N 6TH ST,HARRISBURG,17102
PA Pre-K Counts,Dauphin,BRIGHT FUTURES LEARNING CENTER INC,BRIGHT FUTURES EARLY LEARNING ACADEMY OF PA INC,BRIGHT FUTURES EARLY LEARNING ACADEMY,1745 N CAMERON ST,HARRISBURG,17103
PA Pre-K Counts,Dauphin,BRIGHT FUTURES LEARNING CENTER INC,,BRIGHT FUTURES LEARNING CENTERS INC,1745 N CAMERON ST,HARRISBURG,17103
PA Pre-K Counts,Dauphin,HARRISBURG SCHOOL DISTRICT,,DOWNEY ELEMENTARY SCHOOL,1313 MONROE ST,HARRISBURG,17103
PA Pre-K Counts,Dauphin,HANSEL AND GRETEL EARLY LEARNING CTR INC,,HANSEL AND GRETEL EARLY LEARNING CENTER,2206 WALNUT ST,HARRISBURG,17103
PA Pre-K Counts,Dauphin,BRIGHT FUTURES LEARNING CENTER INC,STUDIO KIDS EARLY LEARNING CENTER LLC,STUDIO KIDS EARLY LEARNING CENTER LLC,1223 N CAMERON ST,HARRISBURG,17103
PA Pre-K Counts,Dauphin,BRIGHT FUTURES LEARNING CENTER INC,YWCA OF GREATER HARRISBURG,YWCA CHILD DEVELOPMENT CENTER,1101 MARKET ST,HARRISBURG,17103
PA Pre-K Counts,Dauphin,KEYSTONE SERVICE SYSTEMS INC,,CAPITAL AREA HEAD START - FOOSE,1301 SYCAMORE ST,HARRISBURG,17104
PA Pre-K Counts,Dauphin,HANSEL AND GRETEL EARLY LEARNING CTR INC,,HANSEL AND GRETEL EARLY LEARNING CENTER,4820 LONDONDERRY RD,HARRISBURG,17109
PA Pre-K Counts,Dauphin,KUEHG CORP,,KINDERCARE LEARN CNT 073043,4075 LONDONDERRY RD,HARRISBURG,17109
PA Pre-K Counts,Dauphin,KUEHG CORP,,KINDERCARE LEARNING CENTER 301283,3701 VARTAN WAY,HARRISBURG,17110
PA Pre-K Counts,Dauphin,KEYSTONE SERVICE SYSTEMS INC,,PAXTONIA HEAD START,6003 JONESTOWN RD,HARRISBURG,17112
PA Pre-K Counts,Dauphin,BRIGHT FUTURES LEARNING CENTER INC,STUDIO KIDS EARLY LEARNING CENTER LLC,STUDIO KIDS LEARNING CENTER LLC,4620 LINGLESTOWN RD,HARRISBURG,17112
