Program,county,lead_agency,partner_name,location_name,street_address,city,zip_code
PA Pre-K Counts,Beaver,ALIQUIPPA SCHOOL DISTRICT,,ALIQUIPPA ELEMENTARY SCHOOL,800 21ST ST,ALIQUIPPA,15001
PA Pre-K Counts,Beaver,RHYMING THYME INC,,RHYMING THYME INC,612 AND 614 MARATTA RD,ALIQUIPPA,15001
PA Pre-K Counts,Beaver,AMBRIDGE AREA SCHOOL DISTRICT,,HIGHLAND ELEMENTARY,1101 HIGHLAND AVE,AMBRIDGE,15003
PA Pre-K Counts,Beaver,AMBRIDGE AREA SCHOOL DISTRICT,,STATE STREET ELEMENTARY SCHOOL,600 HARMONY RD,BADEN,15005
PA Pre-K Counts,Beaver,Lifesteps Inc,,LIFESTEPS/DUTCH RIDGE ELEMENTARY SCHOOL,2220 Dutch Ridge Rd,Beaver,15009
PA Pre-K Counts,Beaver,Lifesteps Inc,,LIFESTEPS,138 Friendship Cir,Beaver  ,15009
PA Pre-K Counts,Beaver,BIG BEAVER FALLS AREA SCHOOL,,CENTRAL ELEMENTARY SCHOOL,805 15TH ST,BEAVER FALLS,15010
PA Pre-K Counts,Beaver,CHIPPEWA NOAHS ARK,,CHIPPEWA NOAHS ARK,616 17TH ST,BEAVER FALLS,15010
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,BELLE VERNON,250 CREST AVE,ROSTRAVER TOWNSH,15012
PA Pre-K Counts,Allegheny,HIGHLANDS SCHOOL DISTRICT,,HIGHLANDS EARLY CHILDHOOD CENTER,1060 ATLANTIC AVE,BRACKENRIDGE,15014
PA Pre-K Counts,Washington,BLUEPRINTS,,BURGETTSTOWN ELEMENTARY,100 BAVINGTON RD,BURGETTSTOWN,15021
PA Pre-K Counts,Washington,BLUEPRINTS,,CHARLEROI ELEMENTARY SCHOOL,75 FECSEN DR,CHARLEROI,15022
PA Pre-K Counts,Allegheny,ALLEGHENY VALLEY SCHOOL DISTRICT,,ACMETONIA ELEMENTARY SCHOOL,300 PEARL AVE,CHESWICK,15024
PA Pre-K Counts,Beaver,AMBRIDGE AREA SCHOOL DISTRICT,,ECONOMY ELEMENTARY SCHOOL,1000 1ST ST,FREEDOM,15042
PA Pre-K Counts,Allegheny,KIDS KADEMY II LLC,EARLY EDGE PRESCHOOL,EARLY EDGE PRESCHOOL,4004 GIBSONIA RD,GIBSONIA,15044
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,SOUTH ALLEGHENY GLASSPORT,509 7TH ST,GLASSPORT,15045
PA Pre-K Counts,Washington,BLUEPRINTS,,FORT CHERRY ELEMENTARY SCHOOL,110 FORT CHERRY RD,MC DONALD,15057
PA Pre-K Counts,Beaver,WESTERN BEAVER COUNTY S D,,FAIRVIEW ELEMENTARY,343 RIDGEMONT DR,MIDLAND,15059
PA Pre-K Counts,Beaver,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,TODD LANE ELEMENTARY,113 TODD LN,MONACA,15061
PA Pre-K Counts,Westmoreland,MONESSEN CITY SCHOOL DISTRICT,,MONESSEN ELEMENTARY CENTER,1275 ROSTRAVER ST,MONESSEN,15062
PA Pre-K Counts,Westmoreland,MONESSEN CITY SCHOOL DISTRICT,DIVERSIFIED HUMAN SERVICES INC,SPHS CHILD LRG CTR MONESSEN SITE,2 EASTGATE AVE,MONESSEN,15062
PA Pre-K Counts,Washington,BLUEPRINTS,MON VALLEY YMCA,MON VALLEY YMCA,101 TAYLOR RUN RD,MONONGAHELA,15063
PA Pre-K Counts,Washington,BLUEPRINTS,DIVERSIFIED HUMAN SERVICES INC,MONONGAHELA CHILD CARE CENTER,122 E MAIN ST,MONONGAHELA,15063
PA Pre-K Counts,Washington,BLUEPRINTS,,RINGGOLD ELEMENTARY SOUTH,120 ALEXANDER ST,MONONGAHELA,15063
PA Pre-K Counts,Allegheny,KIDS KADEMY II LLC,,KIDS KADEMY,2859 FREEPORT RD,NATRONA HEIGHTS,15065
PA Pre-K Counts,Beaver,HAP ENTERPRISES INC,,TINY TOT CHILD DEVELOPMENT CENTER,PRE K COUNTS NEW BRIGHTON,NEW BRIGHTON,15066
PA Pre-K Counts,Westmoreland,GRANDMAS HOUSE LLC,,GRANDMAS HOUSE LLC,200 HUNT VALLEY RD,NEW KENSINGTON,15068
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,,NEW KENSINGTON EARLY CARE AND EDUCATION CENTER,1129 LEISHMAN AVE,NEW KENSINGTON,15068
PA Pre-K Counts,Beaver,KIMBERLY POPE-HARMON,,PRECIOUS TOTS DAYCARE,456 ADAMS ST,ROCHESTER,15074
PA Pre-K Counts,Beaver,HAP ENTERPRISES INC,,TINY TOT CHILD DEVELOPMENT CENTER,351 RHODE ISLAND AVE,ROCHESTER,15074
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,TRAFFORD,100 BRINTON AVE,TRAFFORD,15085
PA Pre-K Counts,Westmoreland,LITTLE CUBS DAYCARE AND LEARNING CENTER LLC,,LITTLE CUBS DAYCARE LLC,111 W MAIN ST,WEST NEWTON,15089
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,WEST NEWTON ELEMENTARY SCHOOL,1208 VINE ST,WEST NEWTON,15089
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,WILLIAM PENN ELEMENTARY,110 WOODLET LN,BETHEL PARK,15102
PA Pre-K Counts,Allegheny,HERITAGE COMMUNITY INITIATIVES,HERITAGE COMMUNITY INITIATIVES,HERITAGE 4 KIDS EARLY LEARNING CENTER,404 BRADDOCK AVE,BRADDOCK,15104
PA Pre-K Counts,Allegheny,WOODLAND HILLS SCHOOL DISTRICT,HERITAGE COMMUNITY INITIATIVES,HERITAGE 4 KIDS EARLY LEARNING CENTER,404 BRADDOCK AVE,BRADDOCK,15104
PA Pre-K Counts,Allegheny,HERITAGE COMMUNITY INITIATIVES,,HERITAGE OUT OF SCHOOL TIME,531 JONES AVE,BRADDOCK,15104
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,CARLYNTON/ST. JOHN CHURCH,601 WASHINGTON AVE,CARNEGIE,15106
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,THE RED BALLOON DAYCARE CENTER INC,THE RED BALLOON DAYCARE INC,125 FINLEY AVE,CARNEGIE,15106
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,CORNELL MOON PRE K COUNTS BROOKS ELEM,1720 HASSAM RD,CORAOPOLIS,15108
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,DUQUESNE ELEMENTARY I/II,300 KENNEDY AVE,DUQUESNE,15110
PA Pre-K Counts,Allegheny,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,BURCHFIELD ELEMENTARY,1800 MOUNT ROYAL BLVD,GLENSHAW,15116
PA Pre-K Counts,Allegheny,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,SCOTT PRIMARY,705 SCOTT AVE,GLENSHAW,15116
PA Pre-K Counts,Allegheny,MAPLE UNIFIED STUDENT ACADEMY INC/Methodist Union of Social Agencies Inc,,MUSA/LITTLE LAMBS EARLY LEARNING CENTER,1705 MAPLE ST,HOMESTEAD,15120
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,WEST MIFFLIN,4315 ELIZA ST,WEST MIFFLIN,15122
PA Pre-K Counts,Allegheny,MCKEESPORT AREA SCHOOL DISTRICT,,FOUNDERS HALL II,3600 ONEIL BLVD,MCKEESPORT,15132
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,SOUTH ALLEGHENY ELEMENTARY SCHOOL,1707 WASHINGTON BLVD,PORT VUE,15133
PA Pre-K Counts,Allegheny,BRIGHTSIDE ACADEMY PHILADELPHIA LLC,BRIGHTSIDE ACADEMY PITTSBURGH LLC,BRIGHTSIDE ACADEMY/NORTH VERSAILLES,700 LINCOLN HWY,NORTH VERSAILLES,15137
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,EAST ALLEGHENY ROLLING WOODS PRE K COUNTS,3203 MARYLAND AVE,NORTH VERSAILLES,15137
PA Pre-K Counts,Allegheny,WOODLAND HILLS SCHOOL DISTRICT,,WOODLAND HILLS ACADEMY,126 MONROEVILLE AVE,TURTLE CREEK,15145
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,GARDEN CITY UNITED METHODIST CHURCH,500 LAUREL DR,MONROEVILLE,15146
PA Pre-K Counts,Allegheny,RIVERVIEW CHILDRENS CENTER INC,REDEEMER LUTHERAN SCHOOL,PENN HILLS CAMPUS,700 IDAHO AVE,VERONA,15147
PA Pre-K Counts,Allegheny,RIVERVIEW CHILDRENS CENTER INC,,RIVERVIEW CHILDRENS CENTER,655 SYLVAN WAY,VERONA,15147
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,EAST ALLEGHENY WILMERDING,200 WESTINGHOUSE AVE,WILMERDING,15148
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,SUNNYSIDE PRE K,4801 STANTON AVE,PITTSBURGH,15201
PA Pre-K Counts,Allegheny,NORTHGATE SCHOOL DISTRICT,,BELLEVUE ELEMENTARY,435 LINCOLN AVE,BELLEVUE,15202
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,NORTHGATE BELLEVUE,435 LINCOLN AVE,PITTSBURGH,15202
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,CHARTIERS EARLY CHILDHOOD CENTER,3799 CHARTIERS AVE,PITTSBURGH,15204
PA Pre-K Counts,Allegheny,COUNCIL OF THREE RIVERS AMER INDIAN CTR,CRAFTON CHILDRENS CORNER INC,CRAFTON CHILDRENS CORNER,545 HAMILTON RD,PITTSBURGH,15205
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,WESTWOOD PREK,508 SHADYHILL RD,PITTSBURGH,15205
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,BRIGHTSIDE ACADEMY PITTSBURGH LLC,BRIGHTSIDE ACADEMY EARLY EDUCATION,5919 PENN AVE,PITTSBURGH,15206
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,DILWORTH CENTER,6200 STANTON AVE,PITTSBURGH,15206
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,FULTON CENTER,5799 HAMPTON ST,PITTSBURGH,15206
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,BRITTINI R WRIGHT LLC,LEARNING LOFT ON BAUM,5732 BAUM BLVD,PITTSBURGH,15206
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,LINCOLN CENTER,328 LINCOLN AVE,PITTSBURGH,15206
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,PEABODY CENTER,515 N HIGHLAND AVE,PITTSBURGH,15206
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,GREENFIELD CENTER,1 ALGER ST,PITTSBURGH,15207
PA Pre-K Counts,Allegheny,COUNCIL OF THREE RIVERS AMER INDIAN CTR,,HAZELWOOD CENTER,4900 2ND AVE,PITTSBURGH,15207
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,MIFFLIN CENTER,1290 MIFFLIN RD,PITTSBURGH,15207
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,YWCA OF GREATER PITTSBURGH,HOMEWOOD-BRUSHTON YWCA,6907 FRANKSTOWN AVE,PITTSBURGH,15208
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,LINDEN PRE-K,725 S LINDEN AVE,PITTSBURGH,15208
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,SHADY LANE INC,SHADY LANE SCHOOL,100 N BRADDOCK AVE,PITTSBURGH,15208
PA Pre-K Counts,Allegheny,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,MARZOLF PRIMARY,101 MARZOLF ROAD EXT,PITTSBURGH,15209
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,ARLINGTON PRE K,800 RECTENWALD ST,PITTSBURGH,15210
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,CONCORD CENTER,2350 BROWNSVILLE RD,PITTSBURGH,15210
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,GRANDVIEW PRE-K,845 MCLAIN ST,PITTSBURGH,15210
PA Pre-K Counts,Allegheny,COUNCIL OF THREE RIVERS AMER INDIAN CTR,,ROCHELLE CENTER,201 ROCHELLE ST,PITTSBURGH,15210
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,ROOSEVELT INTERMEDIATE 2-5,17 W CHERRYHILL ST,PITTSBURGH,15210
PA Pre-K Counts,Allegheny,COUNCIL OF THREE RIVERS AMER INDIAN CTR,MT WASHINGTON CHILDRENS CENTER,MT WASHINGTON CHILDRENS CTR,200 SOUTHERN AVE,PITTSBURGH,15211
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,ALLEGHENY TRADITIONAL ACADEMY PREK,810 ARCH ST,PITTSBURGH,15212
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,CARNEGIE SCIENCE CENTER,1 ALLEGHENY AVE,PITTSBURGH,15212
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,CHILDREN'S MUSEUM OF PITTSBURGH,10 CHILDRENS WAY,PITTSBURGH,15212
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,JOHN MORROW CENTER,1611 DAVIS AVE,PITTSBURGH,15212
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,PROVIDENCE CONNECTIONS INC,PROVIDENCE FAMILY SUPPORT CTR CHILDRENS PROGRAM,3113 BRIGHTON RD,PITTSBURGH,15212
PA Pre-K Counts,Allegheny,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,RESERVE PRIMARY,2107 LONSDALE ST,PITTSBURGH,15212
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,SPRING GARDEN EARLY CHILDHOOD CENTER,1501 SPRING GARDEN AVE,PITTSBURGH,15212
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,SCI-TECH CENTER,107 THACKERAY ST,PITTSBURGH,15213
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,BEECHWOOD CENTER,810 ROCKLAND AVE,PITTSBURGH,15216
PA Pre-K Counts,Allegheny,CRAFTON CHILDRENS CORNER INC,,CRAFTON CHILDRENS CORNER,2644 BANKSVILLE RD,PITTSBURGH,15216
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,HILLEL ACADEMY,HILLEL ACADEMY OF PITTSBURGH,5685 BEACON ST,PITTSBURGH,15217
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,MINADEO CENTER,6502 LILAC ST,PITTSBURGH,15217
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,YESHIVATH ACHEI TMIMIM OF PITTSBURGH,THE EARLY LEARNING CENTER AT YESHIVA,6401 FORBES AVE,PITTSBURGH,15217
PA Pre-K Counts,Allegheny,WOODLAND HILLS SCHOOL DISTRICT,,EDGEWOOD PRIMARY SCHOOL,241 MAPLE AVE,PITTSBURGH,15218
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,MILLER AFRICAN CENTER,2055 BEDFORD AVE,PITTSBURGH,15219
PA Pre-K Counts,Allegheny,COUNCIL OF THREE RIVERS AMER INDIAN CTR,CRAFTON CHILDRENS CORNER INC,CRAFTON CHILDRENS CORNER,875 GREENTREE RD,PITTSBURGH,15220
PA Pre-K Counts,Allegheny,CRAFTON CHILDRENS CORNER INC,,CRAFTON CHILDRENS CORNER,875 GREENTREE RD,PITTSBURGH,15220
PA Pre-K Counts,Allegheny,CYNTHIA K FRANCKS CHILD CARE INC,,CYNTHIA K FRANCKS CHILD CARE,2140 ARDMORE BLVD,PITTSBURGH,15221
PA Pre-K Counts,Allegheny,WILKINSBURG SCHOOL DISTRICT,HOSANNA HOUSE INC,HOPE ACADEMY POWERED BY HOSANNA HOUSE,807 WALLACE AVE,PITTSBURGH,15221
PA Pre-K Counts,Allegheny,HOSANNA HOUSE INC,,HOPE ACADEMY POWERED BY HOSANNA HOUSE,807 WALLACE AVE,PITTSBURGH,15221
PA Pre-K Counts,Allegheny,IMANI CHRISTIAN ACADEMY,,IMANI CHRISTIAN SCHOOL,2150 E HILLS DR,PITTSBURGH,15221
PA Pre-K Counts,Allegheny,YWCA OF GREATER PITTSBURGH,,YWCA PROPEL BRADDOCK HILLS EARLY LEARNING,1500 YOST BLVD,PITTSBURGH,15221
PA Pre-K Counts,Allegheny,WILKINSBURG SCHOOL DISTRICT,,KELLY ELEMENTARY,400 KELLY AVE,WILKINSBURG,15221
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,BRIGHTSIDE ACADEMY PITTSBURGH LLC,BRIGHTSIDE ACADEMY EARLY CARE EDUCATION,4 SMITHFIELD ST,PITTSBURGH,15222
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,BRIGHTSIDE ACADEMY PITTSBURGH LLC,BRIGHTSIDE ACADEMY INC,925 LIBERTY AVE,PITTSBURGH,15222
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,SWELC LLC,SMALL WORLD EARLY LEARNING & DEV CTR 2,960 PENN AVE,PITTSBURGH,15222
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,SWELC LLC,SMALL WORLD EARLY LEARNING & DEV CTR I,607 PENN AVE,PITTSBURGH,15222
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,BROOKLINE CENTER,500 WOODBOURNE AVE,PITTSBURGH,15226
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,CARMALT CENTER,1550 BREINING ST,PITTSBURGH,15226
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,ELIZABETH SETON CENTER INC,ELIZABETH SETON CENTER-CHILDRENS PROGRAM,1900 PIONEER AVE,PITTSBURGH,15226
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,WEST LIBERTY PRE K,785 DUNSTER ST,PITTSBURGH,15226
PA Pre-K Counts,Allegheny,COUNCIL OF THREE RIVERS AMER INDIAN CTR,,CHURCHVIEW CENTER,3198 SCHIECK ST,PITTSBURGH,15227
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,,CONROY EARLY CHILDHOOD CENTER,1398 PAGE ST,PITTSBURGH,15233
PA Pre-K Counts,Allegheny,PITTSBURGH PUBLIC SCHOOLS,MANCHESTER YOUTH DEVELOPMENT CENTER INC,TRAINING WHEELS CHILD DAY CARE CENTER,1214 LIVERPOOL ST,PITTSBURGH,15233
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,BALDWIN HAMILTON,1401 HAMILTON RD,PITTSBURGH,15234
PA Pre-K Counts,Allegheny,CYNTHIA K FRANCKS CHILD CARE INC,,CYNTHIA FRANCKS CHILDCARE,12134 FRANKSTOWN RD,PITTSBURGH,15235
PA Pre-K Counts,Allegheny,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,PENN HILLS HIGH SCHOOL,309 COLLINS DR,PITTSBURGH,15235
PA Pre-K Counts,Allegheny,COUNCIL OF THREE RIVERS AMER INDIAN CTR,THOMAS CHILD CARE AND LEARNING ACADEMY,THOMAS CHILD CARE AND LEARNING ACADEMY LLC,10739 FRANKSTOWN RD,PITTSBURGH,15235
PA Pre-K Counts,Allegheny,WOODLAND HILLS SCHOOL DISTRICT,,WILKINS PRIMARY SCHOOL,362 CHURCHILL RD,PITTSBURGH,15235
PA Pre-K Counts,Allegheny,ALLEGHENY INTERMEDIATE UNIT,,BALDWIN NATIVITY SCHOOL,5811 CURRY RD,PITTSBURGH,15236
PA Pre-K Counts,Washington,BLUEPRINTS,KID BIZ LLC,KID BIZ LLC EAST MAIDEN,375 E MAIDEN ST,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,LITTLE RASCALS EARLY LEARNING CENTER LLC,LITTLE RASCALS EARLY LEARNING CENTER,2055 JEFFERSON AVE,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,,MCGUFFEY SD,2510 PARK AVE,WASHINGTON,15301
PA Pre-K Counts,Washington,PIGTAILS & INKWELLS DAY CARE CENTER INC,,ONCE UPON A TIME,925 HENDERSON AVE,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,RAINBOWS END LEARNING CENTER INC,RAINBOWS END LEARNING CENTER INC,655 JEFFERSON AVE,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,SMART KIDS CHILD CARE AND LEARNING CENTER INC,SMART KIDS CHILD CARE LEARNING CENTER INC,340 MEADOWLANDS BLVD,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,SMART KIDS CHILD CARE AND LEARNING CENTER INC,SMARTKIDS CHILD CARE AND LEARNING CENTER,161 W BEAU ST,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,,TRINITY SD,225 MIDLAND DR,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,,WASHINGTON SD,801 E WHEELING ST,WASHINGTON,15301
PA Pre-K Counts,Washington,BLUEPRINTS,,AVELLA ELEMENTARY SCHOOL,1000 AVELLA RD,AVELLA,15312
PA Pre-K Counts,Washington,BLUEPRINTS,,BENTWORTH SCHOOL DISTRICT,100 BEARCAT DR,BENTLEYVILLE,15314
PA Pre-K Counts,Washington,BLUEPRINTS,KIDDOS CENTER FOR LEARNING LLC,KIDDOS CENTER FOR LEARNING LLC,205 GIBSON RD,BENTLEYVILLE,15314
PA Pre-K Counts,Greene,BLUEPRINTS,,SOUTHEASTERN GREENE SD,304 GRANT ST,BOBTOWN,15315
PA Pre-K Counts,Washington,BLUEPRINTS,,FRANK SARRIS PUBLIC LIBRARY,35 N JEFFERSON AVE,CANONSBURG,15317
PA Pre-K Counts,Greene,BLUEPRINTS,,CAS CARMICHAELS HS,225 N VINE ST,CARMICHAELS,15320
PA Pre-K Counts,Washington,BLUEPRINTS,,RINGGOLD ELEMENTARY SCHOOL NORTH,3685 FINLEYVILLE-ELRAMA RD,FINLEYVILLE,15332
PA Pre-K Counts,Washington,BLUEPRINTS,,BETHLEHEM CENTER SD,194 CRAWFORD RD,FREDERICKTOWN,15333
PA Pre-K Counts,Greene,BLUEPRINTS,,JEFFERSON MORGAN SD,1351 JEFFERSON RD,JEFFERSON,15344
PA Pre-K Counts,Washington,BLUEPRINTS,,CANON MCMILLAN SD,40 MUSE SCHOOL RD,MUSE,15350
PA Pre-K Counts,Greene,BLUEPRINTS,,CENTRAL GREENE SD,90 ZIMMERMAN DR,WAYNESBURG,15370
PA Pre-K Counts,Greene,BLUEPRINTS,,WEST GREENE ELEMENTARY,1350 HARGUS CREEK RD,WAYNESBURG,15370
PA Pre-K Counts,Fayette,DUCK HOLLOW DISCOVERY LEARNING CENTER,ABC SCHOOL HOUSE INC,ABC SCHOOL HOUSE,144 N GALLATIN AVE,UNIONTOWN,15401
PA Pre-K Counts,Fayette,UNIONTOWN AREA SCHOOL DISTRICT,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,BEN FRANKLIN ELEMENTARY,351 MORGANTOWN ST,UNIONTOWN,15401
PA Pre-K Counts,Fayette,DUCK HOLLOW DISCOVERY LEARNING CENTER,,DUCK HOLLOW DISCOVERY LEARNING CENTER,7822 NATIONAL PIKE,UNIONTOWN,15401
PA Pre-K Counts,Fayette,DUCK HOLLOW DISCOVERY LEARNING CENTER,,DUCK HOLLOW DISCOVERY LNG CTR AT ALBERT GALLATIN,1152 TOWNSHIP DR,UNIONTOWN,15401
PA Pre-K Counts,Fayette,UNIONTOWN AREA SCHOOL DISTRICT,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,LAFAYETTE ELEMENTARY,303 CONNELLSVILLE ST,UNIONTOWN,15401
PA Pre-K Counts,Fayette,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,MARSHALL ELEMENTARY,335 PARK ST,UNIONTOWN,15401
PA Pre-K Counts,Fayette,UNIONTOWN AREA SCHOOL DISTRICT,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,MENALLEN ELEMENTARY,7527 NATIONAL PIKE,UNIONTOWN,15401
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,TURKEYFOOT K3,172 TURKEYFOOT RD,CONFLUENCE,15424
PA Pre-K Counts,Fayette,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,CONNELLSVILLE TOWNSHIP ELEMENTARY,732 ROCKRIDGE RD,CONNELLSVILLE,15425
PA Pre-K Counts,Fayette,CRAYON CLUBHOUSE LLC,,CRAYON CLUBHOUSE II,2614 C MEMORIAL BLVD,CONNELLSVILLE,15425
PA Pre-K Counts,Fayette,PINKY TOES CHILD CARE AND DVPT CTR,,PINKY TOES CHILDCARE & DVPT CTR,204 E CRAWFORD AVE,CONNELLSVILLE,15425
PA Pre-K Counts,Fayette,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,WHARTON CENTER,136 ELLIOTSVILLE RD,FARMINGTON,15437
PA Pre-K Counts,Fayette,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,SPRINGFIELD TOWNSHIP ELEMENTARY,14 SCHOOL HOUSE RD,NORMALVILLE,15469
PA Pre-K Counts,Fayette,FRAZIER SCHOOL DISTRICT,,FRAZIER ELEMENTARY SCHOOL,142 CONSTITUTION ST,PERRYOPOLIS,15473
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,SOMERSET AREA SCHOOL DISTRICT,105 NEW CENTERVILLE RD,SOMERSET,15501
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,TECH CENTER,281 TECHNOLOGY CENTER DR,SOMERSET,15501
PA Pre-K Counts,Somerset,THE LEARNING LAMP,,THE LEARNING LAMP CTR FOR CHDN SOMERSET,451 ABERDEEN DR,SOMERSET,15501
PA Pre-K Counts,Bedford,BEDFORD AREA SCHOOL DISTRICT,ALLEGHENY LUTHERAN SOCIAL MINISTRIES INC,BEDFORD KID STOP,3639 BUISNESS,BEDFORD,15522
PA Pre-K Counts,Bedford,CRAYON CLUBHOUSE LLC,AARON D BURKETT,BURKETTS WATCH ME GROW DAY CARE,132 E JOHN ST,BEDFORD,15522
PA Pre-K Counts,Bedford,ALLEGHENY LUTHERAN SOCIAL MINISTRIES INC,,GROWING YEARS EARLY LEARNING CENTER AT BEDFORD 1A,106 W PENN ST,BEDFORD,15522
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,BERLIN-BROTHERSVALLEY SD,1025 MAIN ST,BERLIN,15530
PA Pre-K Counts,Bedford,THE LEARNING LAMP,,THE LEARNING LAMP PRESCHOOL AT EVERETT,165 E 1ST AVE,EVERETT,15537
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,MEYERSDALE AREA SD,261 INDUSTRIAL PARK ROAD,MEYERSDALE,15552
